status,term,file,line,context,evidence_required,evidence_found,disposition
PASS,measured silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,53,"| ASIC signoff and silicon | `asic_signoff`, `silicon_measured` only | work, process, voltage, frequency, temperature, metric, value, unit, signoff grade, silicon measured, source, evidence path |",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,53,"| ASIC signoff and silicon | `asic_signoff`, `silicon_measured` only | work, process, voltage, frequency, temperature, metric, value, unit, signoff grade, silicon measured, source, evidence path |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured silicon,research/COPPER_STRONGER_CLAIM_BLOCKERS.md,55,Do not rank FPGA/tool/proxy rows against measured-silicon or signoff rows as if,fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SUBMISSION_RESTRUCTURED.md,31,"The claim is intentionally bounded. COPPER is a safety authority for content-derived DMP issue. It is not a universal replacement for the fastest address-stream prefetcher, not an ASIC signoff result, and not a production-service benchmark campaign.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SUBMISSION_RESTRUCTURED.md,131,"The RTL evidence is intentionally described as representative integration evidence, not production ARM signoff. Vivado/XSim checks cover directed and randomized cases, synthesis timing, and SAIF/vectorless power-proxy runs.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,9,"The synchronized evidence pass supports a constrained COPPER artifact/mechanism submission. It includes scoped PicoRV32 tiny-SoC full-core mapped FPGA PPA, matched overhead, FPGA tool-estimated power where indexed, passing paper/claim audits, and a packaged artifact. It does not support production ARM/OoO integration, ASIC/foundry signoff, measured silicon power, or state-of-the-art claims.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,83,"| C10 | COPPER has scoped OpenROAD post-route, ASIC-Liberty/FPGA tool-power, and proxy/model energy results where indexed PASS. | ALLOWED | research/results/openroad_postroute_power.csv; research/results/openroad_postroute_power_overhead.csv; research/results/asic_power.csv; research/results/asic_power_overhead.csv; research/results/energy_proxy.csv; research/results/energy_summary.csv; research/results/power_report_index.csv; research/results/mapped_ppa.csv; research/results/copper_mcpat_sensitivity_20260618.csv | fpga_tool_estimate; proxy_activity; proxy_assumed_memory_energy | Vivado report_power is tool-estimated FPGA power for the mapped target; do not call it silicon measurement or ASIC signoff. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,88,"| C16 | COPPER has matched PicoRV32 tiny-SoC full-core generic-synthesis overhead. | ALLOWED | research/results/fullcore_synthesis.csv; research/results/fullcore_synthesis_overhead.csv | full_core | Allowed only for the open-source PicoRV32 tiny-SoC full-core harness; not production ARM, OoO, silicon, or signoff evidence. |",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,89,"| C17 | COPPER has matched PicoRV32 tiny-SoC full-core mapped FPGA PPA. | ALLOWED | research/results/mapped_ppa.csv; research/results/mapped_ppa_overhead.csv | full_core mapped PPA | Allowed only when baseline and COPPER PicoRV32 tiny-SoC full-core rows PASS in the same mapped flow with real timing fields; not production ARM, ASIC signoff, or silicon PPA. |",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,89,"| C17 | COPPER has matched PicoRV32 tiny-SoC full-core mapped FPGA PPA. | ALLOWED | research/results/mapped_ppa.csv; research/results/mapped_ppa_overhead.csv | full_core mapped PPA | Allowed only when baseline and COPPER PicoRV32 tiny-SoC full-core rows PASS in the same mapped flow with real timing fields; not production ARM, ASIC signoff, or silicon PPA. |",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,fabricated chip,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,post-silicon,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,93,"- Fabricated-chip, tapeout, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,95,- ASIC or foundry signoff.,asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured power,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,96,- Measured silicon power.,power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,97,- Production ARM/OoO integration.,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/COPPER_SYNCHRONIZED_HARDWARE_EVIDENCE_REPORT.md,101,- Calling PicoRV32 tiny-SoC rows production ARM/OoO.,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,14,"Data-derived prefetchers can reduce pointer-chasing latency, but they can also turn address-shaped data into prefetch authority before the program has proved that the data is a pointer. COPPER addresses that authority problem with committed pointer-provenance prefetching: it records pointer-source evidence only after architectural commit, invalidates stale or mismatched evidence, and gates later data-derived prefetch issue on that committed evidence. This submission frames COPPER as a scoped reproducible hardware mechanism study evaluated with CI-proven RTL simulation, raw gem5 full-system provenance where retained, validated imported gem5 ARM-system summaries where PASS, independent simulator evidence, accepted-core-wrapper/scoped PicoRV32 tiny-SoC full-core FPGA mapped PPA, and scoped tool-estimated/proxy power. The supported claim is deliberately narrow: COPPER is an auditable mechanism with reproducible evidence at the stated levels. It does not claim state-of-the-art performance, production readiness, a complete clone-local gem5 campaign, production ARM/OoO integration, production-core mapped timing, measured silicon power efficiency, ASIC signoff, foundry signoff, or silicon signoff.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,14,"Data-derived prefetchers can reduce pointer-chasing latency, but they can also turn address-shaped data into prefetch authority before the program has proved that the data is a pointer. COPPER addresses that authority problem with committed pointer-provenance prefetching: it records pointer-source evidence only after architectural commit, invalidates stale or mismatched evidence, and gates later data-derived prefetch issue on that committed evidence. This submission frames COPPER as a scoped reproducible hardware mechanism study evaluated with CI-proven RTL simulation, raw gem5 full-system provenance where retained, validated imported gem5 ARM-system summaries where PASS, independent simulator evidence, accepted-core-wrapper/scoped PicoRV32 tiny-SoC full-core FPGA mapped PPA, and scoped tool-estimated/proxy power. The supported claim is deliberately narrow: COPPER is an auditable mechanism with reproducible evidence at the stated levels. It does not claim state-of-the-art performance, production readiness, a complete clone-local gem5 campaign, production ARM/OoO integration, production-core mapped timing, measured silicon power efficiency, ASIC signoff, foundry signoff, or silicon signoff.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/paper/main.tex,14,"Data-derived prefetchers can reduce pointer-chasing latency, but they can also turn address-shaped data into prefetch authority before the program has proved that the data is a pointer. COPPER addresses that authority problem with committed pointer-provenance prefetching: it records pointer-source evidence only after architectural commit, invalidates stale or mismatched evidence, and gates later data-derived prefetch issue on that committed evidence. This submission frames COPPER as a scoped reproducible hardware mechanism study evaluated with CI-proven RTL simulation, raw gem5 full-system provenance where retained, validated imported gem5 ARM-system summaries where PASS, independent simulator evidence, accepted-core-wrapper/scoped PicoRV32 tiny-SoC full-core FPGA mapped PPA, and scoped tool-estimated/proxy power. The supported claim is deliberately narrow: COPPER is an auditable mechanism with reproducible evidence at the stated levels. It does not claim state-of-the-art performance, production readiness, a complete clone-local gem5 campaign, production ARM/OoO integration, production-core mapped timing, measured silicon power efficiency, ASIC signoff, foundry signoff, or silicon signoff.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/paper/main.tex,14,"Data-derived prefetchers can reduce pointer-chasing latency, but they can also turn address-shaped data into prefetch authority before the program has proved that the data is a pointer. COPPER addresses that authority problem with committed pointer-provenance prefetching: it records pointer-source evidence only after architectural commit, invalidates stale or mismatched evidence, and gates later data-derived prefetch issue on that committed evidence. This submission frames COPPER as a scoped reproducible hardware mechanism study evaluated with CI-proven RTL simulation, raw gem5 full-system provenance where retained, validated imported gem5 ARM-system summaries where PASS, independent simulator evidence, accepted-core-wrapper/scoped PicoRV32 tiny-SoC full-core FPGA mapped PPA, and scoped tool-estimated/proxy power. The supported claim is deliberately narrow: COPPER is an auditable mechanism with reproducible evidence at the stated levels. It does not claim state-of-the-art performance, production readiness, a complete clone-local gem5 campaign, production ARM/OoO integration, production-core mapped timing, measured silicon power efficiency, ASIC signoff, foundry signoff, or silicon signoff.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,silicon-proven,research/paper/main.tex,22,"This paper does not claim silicon-proven status, ASIC/foundry signoff, measured silicon power, production ARM/OoO/TLB/cache/coherence integration, state-of-the-art silicon efficiency, universal speedup, production readiness, or full silicon PPA. The claim ledger and audits are part of the submission: if the paper drifts into unsupported language, the artifact should fail.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,22,"This paper does not claim silicon-proven status, ASIC/foundry signoff, measured silicon power, production ARM/OoO/TLB/cache/coherence integration, state-of-the-art silicon efficiency, universal speedup, production readiness, or full silicon PPA. The claim ledger and audits are part of the submission: if the paper drifts into unsupported language, the artifact should fail.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/paper/main.tex,22,"This paper does not claim silicon-proven status, ASIC/foundry signoff, measured silicon power, production ARM/OoO/TLB/cache/coherence integration, state-of-the-art silicon efficiency, universal speedup, production readiness, or full silicon PPA. The claim ledger and audits are part of the submission: if the paper drifts into unsupported language, the artifact should fail.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/paper/main.tex,22,"This paper does not claim silicon-proven status, ASIC/foundry signoff, measured silicon power, production ARM/OoO/TLB/cache/coherence integration, state-of-the-art silicon efficiency, universal speedup, production readiness, or full silicon PPA. The claim ledger and audits are part of the submission: if the paper drifts into unsupported language, the artifact should fail.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/paper/main.tex,61,"The artifact contains a Python model, a trace-driven evaluation harness, SystemVerilog RTL units, C/C++ workload sources, reproduction scripts, and summary parsers. The open-source RTL smoke target is \texttt{copper\_prefetch\_unit\_open}; larger local Vivado summaries are treated as existing evidence rather than portable rerun proof. The gem5 evidence is validated through retained summaries and provenance files where available \cite{binkert2011gem5}; the scoped full-core hardware harness uses PicoRV32 rather than a production ARM/OoO target \cite{wolf2019picorv32}.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/paper/main.tex,159,"The artifact supports unit-level hardware plausibility, matched near-core-stub resource-overhead rows, matched PicoRV32 accepted-core-wrapper rows, and matched PicoRV32 tiny-SoC full-core rows when the generated ledgers mark them PASS. The near-core stub is not a full CPU, the accepted wrapper is not full-core, and the PicoRV32 tiny-SoC full-core harness is not a production ARM/OoO integration. Generic Yosys rows do not provide mapped timing, Fmax, ASIC area, or measured power. Mapped timing may be discussed only when \texttt{mapped\_ppa.csv} contains matched PASS rows from nextpnr, Vivado, or OpenROAD.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/paper/main.tex,159,"The artifact supports unit-level hardware plausibility, matched near-core-stub resource-overhead rows, matched PicoRV32 accepted-core-wrapper rows, and matched PicoRV32 tiny-SoC full-core rows when the generated ledgers mark them PASS. The near-core stub is not a full CPU, the accepted wrapper is not full-core, and the PicoRV32 tiny-SoC full-core harness is not a production ARM/OoO integration. Generic Yosys rows do not provide mapped timing, Fmax, ASIC area, or measured power. Mapped timing may be discussed only when \texttt{mapped\_ppa.csv} contains matched PASS rows from nextpnr, Vivado, or OpenROAD.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,179,"Energy rows use explicit assumptions recorded in \texttt{energy\_proxy.csv}. When \texttt{power\_report\_index.csv} marks \texttt{openroad\_postroute\_tool\_estimate} PASS, the row is a Nangate45 OpenROAD-flow-scripts post-route estimate with indexed final DEF/SPEF/netlist artifacts, not silicon measurement or foundry signoff. When \texttt{asic\_liberty\_tool\_estimate} is PASS, the row is a Nangate45 standard-cell Liberty estimate from OpenSTA/OpenROAD, not silicon measurement or post-route signoff with extracted parasitics. When \texttt{fpga\_tool\_estimate} is PASS, the row is Vivado \texttt{report\_power} for the mapped FPGA target, not silicon or ASIC signoff. When \texttt{proxy\_activity} is PASS, the activity proxy is the fixed-architecture McPAT sensitivity run driven by measured gem5 ROI counters. This supports scoped tool-power and proxy/model energy discussion, not foundry-signoff or silicon power-efficiency claims.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,179,"Energy rows use explicit assumptions recorded in \texttt{energy\_proxy.csv}. When \texttt{power\_report\_index.csv} marks \texttt{openroad\_postroute\_tool\_estimate} PASS, the row is a Nangate45 OpenROAD-flow-scripts post-route estimate with indexed final DEF/SPEF/netlist artifacts, not silicon measurement or foundry signoff. When \texttt{asic\_liberty\_tool\_estimate} is PASS, the row is a Nangate45 standard-cell Liberty estimate from OpenSTA/OpenROAD, not silicon measurement or post-route signoff with extracted parasitics. When \texttt{fpga\_tool\_estimate} is PASS, the row is Vivado \texttt{report\_power} for the mapped FPGA target, not silicon or ASIC signoff. When \texttt{proxy\_activity} is PASS, the activity proxy is the fixed-architecture McPAT sensitivity run driven by measured gem5 ROI counters. This supports scoped tool-power and proxy/model energy discussion, not foundry-signoff or silicon power-efficiency claims.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/paper/main.tex,179,"Energy rows use explicit assumptions recorded in \texttt{energy\_proxy.csv}. When \texttt{power\_report\_index.csv} marks \texttt{openroad\_postroute\_tool\_estimate} PASS, the row is a Nangate45 OpenROAD-flow-scripts post-route estimate with indexed final DEF/SPEF/netlist artifacts, not silicon measurement or foundry signoff. When \texttt{asic\_liberty\_tool\_estimate} is PASS, the row is a Nangate45 standard-cell Liberty estimate from OpenSTA/OpenROAD, not silicon measurement or post-route signoff with extracted parasitics. When \texttt{fpga\_tool\_estimate} is PASS, the row is Vivado \texttt{report\_power} for the mapped FPGA target, not silicon or ASIC signoff. When \texttt{proxy\_activity} is PASS, the activity proxy is the fixed-architecture McPAT sensitivity run driven by measured gem5 ROI counters. This supports scoped tool-power and proxy/model energy discussion, not foundry-signoff or silicon power-efficiency claims.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,production ARM,research/paper/main.tex,191,PicoRV32 tiny-SoC is the scoped full-core target & Production ARM/OoO claims remain blocked \\,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured power,research/paper/main.tex,219,"COPPER is best framed as a committed-provenance authority mechanism for data-derived prefetch issue. The artifact supports that claim with a CI-proven open-source path, deterministic cycle-model and core-integrated evidence, source-backed independent-simulator rows, validated imported gem5 ARM-system rows with imported-summary statistics, matched unit-level, near-core-stub, PicoRV32 accepted-core-wrapper, and scoped PicoRV32 tiny-SoC full-core FPGA PPA paths, FPGA tool-estimated power where indexed PASS, proxy energy rows, a claim ledger, audits, and a package manifest. The honest next step for a broader architecture submission is a final raw-rerunnable gem5 or comparable external core validation matrix plus signoff-calibrated or silicon-measured power evidence without changing the scoped claims in this artifact.",power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/rtl/fullcore/README.md,13,PPA rows when the generated CSVs show PASS. It is still not a production ARM,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/rtl/fullcore/README.md,14,"core, out-of-order backend, silicon result, or ASIC/foundry signoff flow.",asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,fabricated chip,research/SUBMISSION_READINESS_SUMMARY.md,17,"- Do not claim silicon-proven, taped-out, fabricated-chip, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,tapeout,research/SUBMISSION_READINESS_SUMMARY.md,17,"- Do not claim silicon-proven, taped-out, fabricated-chip, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,post-silicon,research/SUBMISSION_READINESS_SUMMARY.md,17,"- Do not claim silicon-proven, taped-out, fabricated-chip, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,silicon-proven,research/SUBMISSION_READINESS_SUMMARY.md,17,"- Do not claim silicon-proven, taped-out, fabricated-chip, or post-silicon validation.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
PASS,ASIC signoff,research/SUBMISSION_READINESS_SUMMARY.md,18,- Do not claim ASIC/foundry signoff or full silicon PPA.,asic_signoff_manifest.csv PASS timing/area/power/DRC/LVS signoff-grade artifacts,missing research/results/asic_signoff_manifest.csv,qualified blocker/limitation wording
PASS,measured power,research/SUBMISSION_READINESS_SUMMARY.md,19,- Do not claim measured silicon power.,power_report_index.csv measured_silicon PASS row with positive power_mw and existing report,"no measured_silicon PASS row with silicon_measured=yes, positive power_mw, and existing report",qualified blocker/limitation wording
PASS,production ARM,research/SUBMISSION_READINESS_SUMMARY.md,20,- Do not claim production ARM/OoO/TLB/cache/coherence/interrupt integration.,production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,production ARM,research/SUBMISSION_READINESS_SUMMARY.md,38,"- PicoRV32 tiny-SoC evidence is a scoped open-source harness, not production ARM/OoO integration.",production_arm_integration.csv PASS OoO/TLB/cache/coherence/interrupt/exception/memory-system artifacts,missing research/results/production_arm_integration.csv,qualified blocker/limitation wording
PASS,measured silicon,research/SUBMISSION_READINESS_SUMMARY.md,39,"- Power is tool-estimated or proxy/model based, not measured silicon.",fabricated_silicon_manifest.csv PASS tapeout/fab/package/bring-up artifacts,missing research/results/fabricated_silicon_manifest.csv,qualified blocker/limitation wording
